Energy_a5,Coefficient_of_Variance_a5,Energy_d5,Coefficient_of_Variance_d5,Energy_d4,Coefficient_of_Variance_d4,Energy_d3,Coefficient_of_Variance_d3,InterQuartile,MedianDeviation,Detection
-0.822452346247651,0.0421579592483684,-0.579040527475496,-0.0260898375406574,-0.609467244821482,0.0528693490910053,-0.563397650994581,0.00571304683955075,-1.09203310813392,-1.15042736350068,Non-Seizure
-0.783957634574848,0.0483428610835436,-0.578818296030779,-0.0294538809119276,-0.607519608748746,-0.0479265546734771,-0.499508296090579,-0.0436808687640446,-0.866735991838508,-0.879252103984225,Non-Seizure
-0.775468170294314,0.0333237275972508,-0.578770575257759,-0.0315894330250392,-0.609518797977568,0.140710001403852,-0.547968496276024,-0.0456618281850609,-1.1893035217872,-1.19383294004428,Non-Seizure
-0.838553361406765,-0.0227472814178727,-0.578659689807382,-0.0252985363136593,-0.610712859916745,0.0865392882949103,-0.576273597682212,0.00757244302140509,-1.0967047575032,-1.17995531487144,Non-Seizure
-0.822399139593003,0.444488484164554,-0.578000622510427,-0.0335259388478928,-0.610648695749569,0.0737046247118089,-0.579306388309277,-0.0188158353776268,-1.20186426735193,-1.23681294034901,Non-Seizure
-0.816042094960561,0.0172824946460493,-0.577875879473806,-0.0343143304971685,-0.609970905723393,0.022751985359398,-0.57086112430782,-0.0684119905010017,-1.21812972187266,-1.26147076363283,Non-Seizure
-0.768037863874916,0.0311389164016584,-0.577822214547353,-0.0360204860908759,-0.60788643718209,0.0266820460179382,-0.514947977245028,-0.0496566761212231,-0.932120123392521,-0.972430901547786,Non-Seizure
-0.754553502484203,0.0168743567892709,-0.577594931975311,-0.0327544071623834,-0.606732591284644,0.0865163749273803,-0.466410771583644,-0.0222415588035816,-0.819390038896246,-0.891597014732859,Non-Seizure
-0.755002056588541,0.0481951163115336,-0.577430042380616,-0.0383064529808857,-0.608628550494494,0.0239399682029426,-0.52880761461085,-0.0407581372509202,-1.0707755867344,-1.06972786918224,Non-Seizure
-0.83026474802641,0.0417435946004324,-0.577997742047294,-0.00811420658804973,-0.610625981386975,0.00998790163832339,-0.579256108724826,-0.058226472868465,-1.26032245120059,-1.31005685093383,Non-Seizure
-0.83732882637404,0.0278957771380592,-0.578008926332654,-0.0378014593974446,-0.610764702508969,0.0198260988515888,-0.576412883513642,-0.0391132466764088,-1.3112119563633,-1.32906058990121,Non-Seizure
-0.851400065210998,0.0663190410833443,-0.577713344595821,-0.00718768793207838,-0.609636675920349,0.056850254010342,-0.566144482826309,-0.0478307578517339,-1.26644261522821,-1.32753107529834,Non-Seizure
-0.835258448029108,0.0530203133866785,-0.578373192671608,-0.0443767153744424,-0.608464989330475,-0.0120206387505311,-0.549416540302402,-0.0624073701864597,-1.21700162472383,-1.24305259197157,Non-Seizure
-0.654104879935413,0.0773234792744303,-0.57843459275579,-0.0239128239450018,-0.608379106593224,0.189790601903976,-0.546836670584905,-0.0452315546884334,-0.688786724446955,-0.811559883432812,Non-Seizure
-0.695595926065677,0.171242736375039,-0.578770985455517,-0.0263014573632157,-0.608387556428653,0.0971735995916999,-0.544289403490501,-0.0329822060813207,-1.11055286099072,-1.14073510464697,Non-Seizure
-0.550498098990772,0.0295323476758292,-0.578823923250732,-0.0325029365163774,-0.607315956194122,0.0610666481375783,-0.538125312868918,-0.0400015638723797,-0.84998896307273,-0.895580792307262,Non-Seizure
-0.807723799386605,0.0344775916237716,-0.579039345577729,-0.0350352043562614,-0.609568233953163,-0.196440466198909,-0.570187390796431,-0.035907132867387,-1.03196525289138,-1.08695570730319,Non-Seizure
-0.852559562821414,0.0585887628972605,-0.579214878029756,-0.0295058636353427,-0.608555488408863,0.758979557706482,-0.550375603242403,-0.0455817007226787,-1.21104261743176,-1.23807047013756,Non-Seizure
-0.807250439335472,0.0466112470698331,-0.579311338880087,-0.0290770152595987,-0.60940161269843,0.127585157582324,-0.564787949038701,-0.287074621568659,-1.05322277429089,-1.10470511630337,Non-Seizure
-0.80917774814179,0.0480943555091667,-0.579535634519156,-0.0789025699577877,-0.609364448248472,0.00186436022007692,-0.577456721913606,-0.0404579336761049,-1.21088146069621,-1.23139884263344,Non-Seizure
-0.822190080489021,0.0338220520328669,-0.579465055744288,-0.0312884995577527,-0.60830664462722,-0.137337859792706,-0.547471950502829,-0.0411362730151757,-1.20540781957238,-1.23543381734936,Non-Seizure
-0.812135446963352,0.057412465440415,-0.579317906170959,-0.0282711375677789,-0.604901023352544,0.0380318564847522,-0.474049668981472,0.0121130906927663,-0.874306566486051,-0.942160591625008,Non-Seizure
-0.777132215821011,0.0899995278553453,-0.579443437414539,-0.0164820482041333,-0.607917661817023,-0.0580637964206377,-0.559436085502958,-0.0579067862462896,-0.84709003779447,-0.910949534226829,Non-Seizure
-0.834018604204161,0.0309809257278348,-0.579684786385769,-0.0257991655305168,-0.608714253337506,-0.268530101719745,-0.577493923907502,-0.0474452130412992,-1.26209327933002,-1.29708157538025,Non-Seizure
-0.823628866490162,0.0329625737101154,-0.579686256329849,-0.0318348766886202,-0.609403335622518,-0.0110261651495574,-0.582653498470608,-0.0484695822778492,-1.28576625580115,-1.33523944491821,Non-Seizure
-0.829367141924239,0.0413954603675354,-0.579367857858548,-0.0285181918904563,-0.608154671296298,-0.134830100429604,-0.519184987382222,-0.044960712889217,-1.13615971828842,-1.15912447791612,Non-Seizure
-0.812633900011972,0.0318309393280269,-0.579548814495018,-0.0257666146297476,-0.606901604991104,0.0777913994241857,-0.521056850844723,-0.0513187721474173,-1.05273930408425,-1.08679891605729,Non-Seizure
-0.816401180298859,-0.00653724581911049,-0.579585532559152,-0.0263132515443403,-0.608821869281896,0.0345131493111758,-0.546827392181642,-0.0863542306648957,-1.05531591589141,-1.09450728567716,Non-Seizure
-0.692699880395491,0.0374764878345772,-0.578840114094648,-0.0576862409466409,-0.606812182445169,0.0262493680485943,-0.541427407852725,0.0349255438784358,-0.878331692951549,-0.898150248847219,Seizure
-0.743821807602962,0.0403550201723083,-0.578519155395085,-0.0300059213280048,-0.604659922105622,0.0669866595032132,-0.526554519389004,-0.00485554592136096,-0.791853092695164,-0.795615173671163,Seizure
-0.736131097566005,0.0499080499517716,-0.575299972082885,-0.0405883932231547,-0.60268905654007,0.56928831771934,-0.538945835071596,-0.0390147063622258,-0.922456407144455,-0.950304136947785,Seizure
-0.737151164013406,-0.00165827191124166,-0.576328913955752,-0.035394848945446,-0.602383585734911,0.0439597286407076,-0.541566188367672,-0.0342203400205956,-0.66640110589861,-0.731049178573719,Seizure
-0.205021429992845,0.0234436214604413,-0.559054018882641,-0.023586457651017,-0.583707133475621,0.160024297723066,-0.519684096199879,-0.0464076721670975,0.0439531368940516,0.069408529603062,Seizure
0.493025678125334,0.0213836857311531,-0.419417211720332,-0.0303953631104712,-0.475055173442286,-0.016867903113703,-0.476276779046344,0.0492919588289673,0.60792018496174,0.574717916747379,Seizure
0.167845550407063,0.117802150373616,-0.282419191056029,-0.0342946388907974,-0.35024324735813,-0.00793988506903815,-0.39664051373744,-0.0327338658297596,0.777980356157844,0.717490745335585,Seizure
0.523557794204121,0.0233343695792232,-0.0656403285175737,-0.0165306277607481,-0.272816476104982,0.0515383667639705,-0.319719620643238,-0.0555128411030639,0.852703994527234,0.783503059680924,Seizure
0.263151230222923,0.0981956832343955,-0.330609817959925,-0.0344677068085341,-0.406924021005732,-0.0118400078240172,-0.399972611441499,-0.0397863722422424,1.43325691462515,1.16739202607157,Seizure
0.548501160368226,0.0302542025925613,-0.470902333254448,-0.0263031199790571,-0.485924416877128,-0.352131613788683,-0.466025231753585,-0.047583240827526,1.3074845103191,1.10179568850107,Seizure
0.60565557727233,0.0659975122308476,-0.44246497501237,-0.0359399011793149,-0.464611342109252,-0.148341126481986,-0.453722332980239,-0.0450885875380872,1.20924905221412,1.11111036843608,Seizure
0.0479204600450302,0.0364337833516564,-0.0641976638267246,-0.0317095829979501,-0.176640951162081,0.475182950022761,-0.258952359461942,-0.0373363927571728,0.362654801151198,0.346586653962553,Seizure
-0.475401593533237,0.0234192803677347,0.119692602191731,-0.00779602348140913,-0.0925119348539543,0.059508706396396,-0.176346420923354,-0.00892887486519888,0.15458818382821,0.137622321033694,Seizure
-0.516364403378964,0.0420713502440867,-0.0296572298209242,-0.028269345060075,-0.179875858470049,-0.109244064190628,-0.284198372778688,-0.0860828400474438,0.135101490558125,0.0573452031327794,Seizure
-0.47104989173376,-0.326555252352281,-0.0164648786968955,-0.0145662991009242,0.0905332342168617,0.109204121050099,-0.0948499504967605,-0.013455527671555,0.366679927616697,0.213352492803502,Seizure
-0.292031160750496,0.0317443869309375,0.111576712438797,-0.0668759343558075,0.295022610095917,-0.140536532449722,-0.0198478166125502,-0.0293926604120709,0.58585687988449,0.47900166085731,Seizure
-0.332071368247961,0.0334324700137378,-0.0802009895923026,-0.032949946372351,0.187886866226959,0.0243985700552584,-0.150620861076194,-0.103001534202141,0.316435049396175,0.245779482312744,Seizure
-0.35718587799032,0.0258935807449588,0.00611935287470568,-0.0352401996938268,0.0334412638896263,0.00114434527688961,-0.150756922790305,0.0546259232597354,0.274886947010434,0.166030334933739,Seizure
0.36841644499578,0.020160970376588,0.149852999831917,0.0421530349975833,0.405093093334342,0.227486436507989,-0.035679722438707,-0.0248953693813137,0.413220096881221,0.329346016556219,Seizure
-0.298774994331171,0.0630641275237381,-0.177251900732135,-0.00356487399212368,0.0345749521890544,-0.11319135168753,-0.0438697255220288,-0.0510237823458391,0.364103315809531,0.325906208610448,Seizure
-0.0957353388577398,0.0750818344577276,0.158173135054617,-0.0301919784320022,0.36254636686896,0.132287080949995,0.108290981324212,-0.0420975281546438,0.558319933683408,0.435992862160475,Seizure
0.164673251906482,0.230972381445545,-0.247177261934427,-0.11418117386331,-0.0703252832746349,0.857150793758202,-0.239199422452553,-0.0295419389721254,0.219488845175581,0.35541496105314,Seizure
-0.0991051501296372,0.0676328940175784,-0.0714543287596128,-0.0262423565657298,0.107213890685374,0.0711182574455026,-0.00396221011027796,-0.0333633603458714,0.506141174636316,0.440981383637178,Seizure
0.149473098628036,0.0204513652732973,-0.116422638506462,-0.0279182473554499,0.125706563273554,0.18968523386351,0.00558681172876362,-0.0401057570143883,0.476672243570259,0.468653438627895,Seizure
0.894267287645179,0.00403980806980112,-0.235156055948413,-0.432235713538304,-0.273494387004978,-0.0339500694836069,-0.138946157881858,-0.044159987083631,1.08927260250299,1.11966989053369,Seizure
1.42950863999541,0.0432533084201663,0.386759578033819,-0.0150686169119956,0.174955797788904,0.076232621428714,-0.0220476534588257,-0.0456708836859465,1.87547858081388,1.73526751997277,Seizure
0.440751130150918,0.022705463672315,-0.0335293150834898,-0.0425640484533978,-0.219556319640259,0.196536163504123,-0.316473119191639,-0.0394478611545896,1.11133590758025,1.07173336696571,Seizure
0.13830738818542,0.0464697290889806,-0.150802340193441,-0.0225653517406957,-0.409094488436472,2.89780058790476,-0.365307469175475,-0.0351352474600762,0.973967802161148,0.768188714724221,Seizure
0.0593098755545014,0.0439569358209647,-0.31663554984972,-0.0195117499210547,-0.252625439950038,-0.0183621222780318,-0.413811832039815,-0.0417723533501135,0.325131825230956,0.36753588430763,Seizure
0.692792577642544,0.0539815035126283,-0.385645088020135,-0.035145768309712,-0.450730772992019,-1.11283718544127,-0.391536367438328,-0.210881911525882,1.310866905804,1.31433742169353,Seizure
1.90866308866147,0.0388605336873141,-0.361181948505024,-0.00812031150559223,-0.422716950871332,-0.064315466237455,-0.398461006924543,-0.0225941745198866,2.0667943774479,1.88188013417486,Seizure
1.04606924581321,0.0426617632602031,-0.484961078167796,-0.0241463695139681,-0.490618724460615,0.176029201317344,-0.421327243168218,-0.0268919701220416,1.29202483947611,1.33835208088702,Seizure
0.206570677966915,0.0456353390738746,0.0254155745721982,-0.0233572764486343,0.168219657543048,0.0211724682575488,-0.19229337205389,-0.0594154875756631,0.520958114498713,0.40808082056889,Seizure
0.999163972915071,0.016403384948994,-0.46283743265104,-0.0942456565525792,-0.471330313078974,-0.641155145282971,-0.414623446008323,-0.0399612806138944,0.435928028900661,0.480943952413666,Seizure
-0.231625981815857,0.0666869878335607,-0.459736615739884,-0.0298394519168884,-0.531247421856535,0.0372139997897032,-0.478741781806456,-0.0340378579572938,0.101605537064975,0.13298577990493,Seizure
0.324062078414285,0.0727592413559773,0.248333638338932,-0.0352238333191384,0.00652046405495624,-0.0222570602564165,-0.0979127937812354,-0.029553189745953,0.239295955955166,0.216165135765671,Seizure
-0.176308273236971,0.0141843830092277,0.243105728158847,-0.0275148032301945,0.0692151729317773,0.0317554335409682,-0.100772957597224,-0.0419477007763539,0.330285048845287,0.201404359901636,Seizure
-0.0563441870076137,0.0432063244505233,-0.551195367692977,-0.00835429870689137,-0.573680903245989,-0.0342688496187323,-0.495377712342051,0.0233852684315816,-0.0289996733459107,-0.0705644553083542,Seizure
-0.371032098915701,0.0333027263288923,-0.457329824548729,-0.0249926409772212,-0.51910811801297,-0.123764950922908,-0.489380301253796,-0.0201467195987002,-0.054926948153112,-0.10484734119764,Seizure
-0.282429304298325,0.00268519795708153,-0.522817917306617,-0.0476051256627791,-0.550789202705593,-0.00471294701703906,-0.490319762273888,-0.0346462229713391,0.138161572571932,0.134089718268922,Seizure
-0.76867176890622,0.0165754708137105,-0.577150178563522,-0.0291756005854797,-0.607976344167629,0.333408077314018,-0.513583131694862,-0.0429835951958492,-0.864642850237985,-0.852188015049039,Non-Seizure
-0.78813902705643,0.0399768841274705,-0.577279224962542,-0.0272935454314307,-0.609581877585514,0.120309578013545,-0.57305013192464,-0.0407784435256335,-1.16498591837388,-1.20780336003613,Non-Seizure
-0.793512550671043,0.0591723830502959,-0.57661137844314,-0.0205712518659625,-0.609758063925523,0.0351724806255974,-0.57542312269644,-0.0509085305163854,-1.01972682079774,-1.09348974248948,Non-Seizure
-0.763007542940115,0.0325158297481604,-0.57673050746537,-0.0293564620149728,-0.608220329388334,-0.0237787085614381,-0.549212200621568,-0.234944298242889,-1.02600624559931,-1.0600196112218,Non-Seizure
-0.74547439958076,0.0786277089859664,-0.576079554986041,-0.0176423981911686,-0.607449801757296,0.0895180260738107,-0.531708503368349,-0.0144263871301442,-0.858363425436416,-0.911723890992296,Non-Seizure
-0.821535934783697,0.788068668437732,-0.576446530115826,-0.029447672080895,-0.609099862540521,0.201307328726958,-0.56438494467837,-0.0533570830740427,-1.12569211432421,-1.16021241717339,Non-Seizure
-0.84442604395548,1.35671904945864,-0.575891784279766,-0.0367624803668286,-0.609258449463578,-0.0878185602923541,-0.578480232323233,-0.0486471249770315,-1.27272204002978,-1.31375584440854,Non-Seizure
-0.809708553775422,0.0324618264866671,-0.575806475526239,-0.0288976242059903,-0.608904721674725,0.0479135389210672,-0.551903373130863,-0.0444859851155145,-1.04178822991339,-1.09144505665009,Non-Seizure
-0.766184049274081,0.0389101215878048,-0.576486561125235,-0.0214079373097552,-0.607520140876849,0.0972491969794631,-0.522082816497963,-2.87364426349721,-1.04645987928268,-1.04948259953304,Non-Seizure
-0.781102099378047,0.0222741168666767,-0.576343098379646,-0.00210247346778342,-0.608221921523172,0.0144606913306947,-0.545398967909872,-0.0557463632622667,-0.895402931150016,-0.947123514530952,Non-Seizure
-0.569561809099463,-0.115801580619512,-0.576500563972657,-0.0282042692369092,-0.608470653874264,0.0221528927864603,-0.563886519524189,-0.0384462404339009,-0.804091524788801,-0.681599139509596,Non-Seizure
-0.17522625312695,0.0381309235852313,-0.576311688125943,-0.0290449293716977,-0.607080875974322,-0.0463150926577721,-0.526556703148859,-0.0273455683936776,-0.549645894936836,-0.586532447352542,Non-Seizure
-0.696919404506388,0.0449702045638682,-0.576672247828814,-0.0292904769487688,-0.609032272356029,0.0500446493522154,-0.560784985246584,-0.048508822781687,-0.774459541025602,-0.753022351749165,Non-Seizure
-0.806852789896177,0.0667101967824205,-0.57719054053732,-0.00710531051281341,-0.609450323431109,0.171302692073564,-0.5700357895106,-0.0422566854429371,-1.10507732390529,-1.11276226644983,Non-Seizure
-0.806625604747469,0.0495791621642705,-0.577285528142181,-0.0412459058316682,-0.608826361444071,0.290614771063441,-0.577444207899551,-0.0435551893881164,-1.10572195084748,-1.18904280749096,Non-Seizure
-0.808573931119175,0.0371789038244407,-0.578030551265183,-0.0374524919193663,-0.608272868893672,-0.0143559624791547,-0.561921642952251,-0.0323930497055177,-1.09766980195489,-1.15657102048289,Non-Seizure
-0.795536900009942,0.0446101828205795,-0.578030809598983,-0.0164900755212423,-0.606443880862153,0.051649421333605,-0.511659354989449,-0.0245150383441163,-0.909251034637533,-0.951184087817634,Non-Seizure
-0.778468780446331,-0.0535778226544626,-0.578244597737727,-0.0434009417241707,-0.607586802788182,0.0688740854344254,-0.541857796006787,-0.050891517151085,-1.0781850046464,-1.12831339818606,Non-Seizure
-0.756821407619411,0.0221580721223777,-0.57827459334564,-0.0301755081438237,-0.60776473188314,0.0235932571745507,-0.566974854538957,-0.0545260659156453,-0.978176822450403,-1.04864424634067,Non-Seizure
-0.746931996792264,0.0268185422678104,-0.578042130892044,-0.0324547466353504,-0.609163504022861,-0.565756117037199,-0.559558647538629,-0.134287192125605,-1.07174252714769,-1.11468215925677,Non-Seizure
-0.770262072735483,0.050856220423483,-0.577758316961326,-0.0311476188435699,-0.608385080876175,-0.0595188788842218,-0.532928402353507,-0.053419648352889,-0.950801032984869,-0.969355873235335,Non-Seizure
-0.697694884014496,0.0463548164885285,-0.577287953838784,-0.035198348535695,-0.606868104528793,-0.0800833753661125,-0.536397744014081,-0.0583930392029374,-0.668494247499132,-0.732924273881832,Non-Seizure
-0.699748559341982,0.0383626734306752,-0.576770654848791,-0.027594167158247,-0.609717652408162,-0.0145628517903563,-0.566110865210659,-0.0496163379809143,-1.01972682079774,-0.95883806047464,Non-Seizure
-0.446407357163284,-0.00833848667940038,-0.576431057324324,-0.0300424469197697,-0.608091945338706,-0.15594886625452,-0.565945118233945,-0.0353379260344442,-0.783478630331478,-0.841897389603833,Non-Seizure
-0.627875954647616,0.0316538720303843,-0.57630773388558,-0.0291903043443268,-0.609716724135003,0.0304471973306055,-0.570123407028988,-0.0508075479610544,-0.946612853822229,-0.973208458134598,Non-Seizure
-0.761421419934962,0.0331041482981602,-0.576040606007338,-0.0428057772097083,-0.609606651524669,0.149247321444502,-0.578881450835667,-0.0300597489773141,-0.967225748279552,-1.02132097187655,Non-Seizure
-0.799214228684897,0.0333844671146327,-0.576151244678782,-0.0253065636307683,-0.609360779539192,0.843620701108022,-0.55449308879139,-0.0547110176610069,-1.00957963434303,-1.05407114334163,Non-Seizure
-0.803849393233442,0.0447896276203004,-0.576250344990745,-0.013067269071329,-0.608626270889808,-0.00543296196022638,-0.536877337311039,-0.00624542810275001,-0.949834092571584,-0.989354756640976,Non-Seizure
-0.753447374289439,0.357830797697445,-0.57659800863733,-0.0370183413577907,-0.608197276956777,-13.849615364207,-0.533997178022776,-0.0381732856844779,-0.814881442224105,-0.818058720584309,Non-Seizure
-0.798068280619509,0.0420645573810058,-0.576753698907648,-0.00825765916111222,-0.609480778911934,-3.78164925688339,-0.570156392107301,-0.0495647490667778,-1.13986253128282,-1.19475448859161,Non-Seizure
-0.813178381067371,0.0442201592653502,-0.57721652330519,-0.0456530587947853,-0.609102187000725,-0.0287753279406997,-0.572658491438419,-0.0444497631119719,-1.17674088026087,-1.20526590170962,Non-Seizure
-0.807633318698545,0.0317122340456879,-0.577690194420923,-0.00314236174143762,-0.608422846862249,0.0597562376660631,-0.565052631830348,-0.0393611478733815,-1.09557666035437,-1.12387844580202,Non-Seizure
-0.836863447431316,0.06739740809744,-0.578019165595009,-0.0127220165005212,-0.608857054895227,-0.0563051536499955,-0.569542880034442,-0.042172167434671,-1.2007361702031,-1.19998299666918,Non-Seizure
-0.849081952655612,0.264891411096259,-0.577950775641982,0.00264413888906921,-0.607977552905822,0.0502523749177064,-0.575062870092122,-0.0373614188687113,-1.21394154271002,-1.24368935641921,Non-Seizure
-0.827856567857345,0.0279037021449869,-0.578497288635708,-0.0358202188171094,-0.607263637661235,0.00353402553432523,-0.563054134868473,-0.14481160501856,-1.27095121190035,-1.29497289311396,Non-Seizure
-0.713817424154805,0.11429646695194,-0.578075900814543,-0.0349751423589922,-0.608140902540657,-0.826640360696064,-0.565937800062305,-0.0441912697230542,-1.05451202817527,-1.04035350923603,Non-Seizure
-0.706169338632729,0.0386398222443767,-0.578041172663478,-0.0260577022938485,-0.607408811839823,0.0612603246310071,-0.538652619138925,-0.0340987767814337,-0.915371198665149,-0.985098994252255,Non-Seizure
-0.817075762649741,0.0329805747972798,-0.577507406338123,-0.0310579155232539,-0.607869283487346,-0.0981904549931248,-0.555962610551724,-0.0498956864627808,-0.97221971111993,-1.00988801021122,Non-Seizure
-0.650758941306148,0.0303328865899153,-0.577094384240255,-0.0334460813307624,-0.608467055517324,0.134342259491664,-0.554565628854935,-0.0551989170723612,-0.54256068645753,-0.672089270472545,Non-Seizure
-0.760678801603267,0.0393171273007365,-0.577345643985494,-0.0320887113665256,-0.609196250912455,0.0458479908262093,-0.568338888808465,-0.0140194384085253,-1.0488753343543,-1.06593608088853,Non-Seizure
-0.578720357653569,0.0233417285142276,0.139145529337093,-0.00892875845845437,0.0561776481825364,0.00642345135511595,0.0443661551848055,-0.0304269083768597,-0.329663158991305,-0.340139804152357,Seizure
-0.221276596663564,0.0546036165564557,0.293112555571467,-0.0119893484603036,-0.041035603051369,-3.83186666146454,-0.0469435113853808,-0.0287777095791997,0.261359261032417,0.399815682035007,Seizure
0.442297760129997,0.0285077008872651,-0.193962350484163,-0.0209757091477462,-0.252557003648812,-0.076463063296372,-0.303229135647906,-0.0516154084037019,0.89747333566233,0.714095734888644,Seizure
0.655459104017847,0.0600328123738788,-0.170205851301807,-0.0299961534599368,-0.352133776689379,-0.00754299878328124,-0.343937566190179,-0.0109847479753601,1.70477378267559,1.36699688156659,Seizure
0.308023676749375,0.0223884633952055,-0.351684317919856,0.047247757546221,-0.437001969925995,-0.0126020027325332,-0.45320212848752,-0.645547600491991,0.364586786016174,0.326331784849321,Seizure
1.21777696884439,0.0415222604783792,-0.268699780381262,-0.0371200466862115,-0.466911031679578,0.105527278190394,-0.446994675370553,-0.0448657673344765,1.85148329087165,1.56998714804452,Seizure
2.14204543985015,0.0452979602075224,-0.136120626211222,-0.0305210464767292,-0.238085179772412,-0.227613851847191,-0.356618528091283,0.0154896948866443,2.19965388619486,1.66829205940261,Seizure
0.603170210386073,0.109615618217264,0.0830418822955757,-0.0321451883483869,-0.0797113171245398,0.0807560881310239,-0.227019981413113,-0.114873021454116,0.920501685191271,1.10223086420397,Seizure
0.855915132129043,0.0355877888621205,-0.299149889886133,-0.0269763754813185,-0.379018280854667,-1.10148319370301,-0.404320900590892,-0.0414345557261668,0.437215386823447,0.612930183248205,Seizure
0.0861286618582226,0.0350692103730848,-0.293444516118083,-0.0379904260791643,-0.447346896256404,-0.0790139733808071,-0.43852879921255,-0.16753267996802,0.0289769362577018,0.00921029064141067,Seizure
-0.340938806989656,0.0486168398944739,-0.392932777769395,-0.0287605934866151,-0.45956890234485,-0.0107399989317192,-0.408201649529485,-0.0518190199690702,-0.0686157908666763,0.00769997496661679,Seizure
-0.433272980631137,0.0168058620865383,-0.369507098539756,-0.0271723823019915,-0.470697474420832,-9.25942041987659,-0.450965711880193,-0.0513602079241971,-0.14833149611485,-0.131457055501849,Seizure
-0.452863591020439,0.0474445049410923,-0.287890834636567,-0.0303355868752998,-0.460751720185855,-0.0608110590122276,-0.419011162922093,-0.0550951904258528,0.00127693735947817,-0.0365439547693504,Seizure
-0.488869903538319,0.0441222288226003,-0.21697289555142,-0.061939004441864,-0.38674318357929,0.146449047341258,-0.338993229498199,-0.0394242070886398,-0.14639761528828,-0.247828158173264,Seizure
0.221261583186272,0.0401478378483403,-0.0166299440906294,-0.0299369747273333,-0.0631868008285711,0.0123337621709936,-0.0884552445299317,-0.0280025038215641,0.440920095779444,0.336680007078736,Seizure
0.00709655340300268,0.0433444459998353,1.05447757843316,-0.0317333532088071,1.13911648107708,0.163497596288727,0.760593509449347,-0.06053644882166,0.762842998785947,0.690493852648642,Seizure
-0.400080062522763,0.0424245791242944,0.389466735501858,-0.0277742492365645,0.0483444326004095,0.171904627911086,0.0977242255365043,-0.00851232182445878,0.206603890178159,0.109422295521068,Seizure
-0.0211730792630489,0.0423758969388812,0.295889817239503,0.0138073053451872,0.0666665673388143,0.150587335317863,-0.167509396745026,-0.0462732116994014,0.868163665370226,0.736753669831898,Seizure
1.18683546936882,0.0373600468399319,-0.342987606298714,-0.0314106238869753,-0.387520946641604,-0.283613453087086,-0.370447822688585,-0.0236734255799859,1.50250501590912,1.45500796765813,Seizure
2.81812660415596,0.0126452334494765,0.733392737694944,-0.0175564877132408,0.551414986306058,-0.0103777335735441,0.255693040027037,-0.0332541455170081,2.42205207721201,2.11924288153972,Seizure
2.14932826452051,0.131375422953136,-0.186378715019776,-0.0448719670681881,-0.322323345611512,-1.63252139256806,-0.365999634254168,-0.0592538606053101,2.22558116100206,1.91474869902969,Seizure
